dist_diags
0
0
0
0
0
0
0
7.49E-05
0.001699829
0.003158089
0
0
0
0
0
0.5
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.5
0
0
0
0
0.006481214
0
0
0
0
0
0.000895729
0.002973285
0.003327933
0.002426704
0.003423899
0.006481214
0
0.005970864
0.005970864
0
0
0.005293127
0.004808973
4.61E-05
0.003925673
0.0017396
0.003562373
0.001209306
0
0
0.003562373
0.002966615
0
0
0
0
0
0
0
0.00378907
0
0
0
0.000119515
0
0
0
0.002995419
0.003045357
0.004274732
0
0.002596403
0
0
0
0.002966615
0.001727902
0.001452921
0.000519503
0
0
0.007075759
0.002004846
0
0.003478233
0.001686266
0.004309385
0.001000272
0.00318452
0.001068667
0
0
0
0.000892594
0.000395376
0.005781314
0
0.000514077
0
0
0.002399613
0.000482487
0.002061617
0.002061617
0
0.001133781
0
0.00215325
0.002557622
0.00393736
0.000119515
0
0
0.00561166
0.005287168
0.001476127
0
0
0.000731297
0.000731297
0.001925825
0.00215325
0
0.000395376
0
0
0
0
0
0
0
0
0
0
0.000872657
0.000779256
0.000872657
0
0
0
0
0.003978356
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.003372764
0
0
0.003372764
0.002339747
0
0
0.000608637
0.00432565
0.00432565
0
0
0
0.003749341
0
0
0.0029188
0.0029188
0
0
0
0.001721102
0.003978356
0.006994067
0.001900277
0
0
0
0
0
0.003978356
0
0
0.002501711
0.001940121
0
0
0
0
0
0
0.007944205
0
0
0.001721102
0
0.001097939
0
0.002616859
0
0
0.003749341
0.00333198
0.00333198
0
0
0
0
0
0.001366471
0
0
0.000608637
0
0
0
0
0.000859357
0
0.001144175
0
0
0.000694955
0
0.005414704
0.004846205
0
0.004846205
0
0
0
0
0.001548068
0.002541328
0
0
0.00029663
0
0
0
0
0
0
0
0
0
0
0.000943008
0
0
0.0021168
0
0.006633229
0
0.000459481
0
0
0
0
0
0
0
0
0
0.000694955
0
0.00029663
0
0.000459481
0.000631731
0
0
0
0
0.001738854
0.001738854
0.000630353
0
0.000630353
0
0
0
0
0
0
0
0
0.00075705
0
0
0
0
0
0
0
0.00120128
0.00120128
0
0
0
0.002088842
0.006633229
0
0
0.00508736
0.006464673
0
0.007238257
0
0
0
0
0
0
0
0
0
0
0.003235137
0
0.004868354
0
0.00285499
0.005554832
0.005554832
0.000582504
0.000905241
0
0
0.00023605
0
0.000403117
0.001292594
0.001350056
0.002133378
0.005809737
0.005809737
0.001193332
0.001349739
0
0
0.001993946
0
0
0
0.002777784
0.002468438
0
0
0.000650957
0.001363744
0.000496589
0
0.003953249
0.002468438
0
0
0
0
0
0
0.004282729
0.004625119
0.002339677
0
0
0
0
1.39E-17
1.39E-17
0
0
0
0
0
0
0
0
0
0.000355676
0.001537926
0
0.001993946
0
0
0
0.001164873
0.001349739
0
0
0.003366373
0.003366373
0.007785535
0
0.000612284
0
8.74E-05
3.30E-05
3.30E-05
0
0
0.00108969
0
0.000133873
0
0
0
0.000496589
0
0
0
0
0
0.003690581
0
0.000247361
0.00193473
0
0
0.00076091
0
0
0.007742732
0
0
0.000200348
0
0.001537926
0.000669738
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.002873337
0.002456224
0.002873337
0.002456224
0.001130432
0
0
0
0
0
0
0.000394568
0
0
0.000724059
0.003328551
0.00109756
0
0
0
0
0
0.007742732
0.000402993
0
0.004370447
9.73E-05
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.00321936
0.004412228
0.002580707
0.003445435
0.003230305
0.00318996
0.004596582
0
0
0.003457678
0.001434613
0
6.71E-05
0
0
0.000394568
5.79E-05
0.003406826
0
0
0
0
9.73E-05
0.000431957
0.004370447
0.000835859
0
0
0
0.00168428
0.00016285
0.001360388
0
0.003406826
0.002208883
0.004886404
0.002208883
0.005433949
0
0.000660602
0
0.000716627
0
0.004444375
0
0.001352494
0
0
0.000350088
0
0.001799356
0.00594348
0.003953162
0.000395376
0.000141056
0.002026763
0
0.006110196
0
0
0
0
0
0
0
0
0
0.000867226
0.000867226
0
0
0
0.000131395
0.000131395
0
0.001903675
0.003804868
0.002062877
0.000769168
0.001431164
0.000214729
0.004943107
0.004943107
0.006717565
0.002725615
